timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-05-30T01:54:49,Emotion_classification,bc9bf0c9-1673-41c1-9f8f-955e9f4bca1d,5516.20809340477,0.0563875515362424,1.022215815310882e-05,62.5,0.0,141.20075225830078,0.0958938717386788,0,0.2166445198643897,0.3125383916030685,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.39,3.12.3,2.4.2,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.5353393554688,machine,N,1.0
2024-05-31T02:10:42,Emotion_plotting,5188e86d-5dc6-48e9-a0e7-2d668303fe10,0.9249184131622314,2.1755855834252765e-05,2.3521918825111303e-05,62.5,0.0,141.20075225830078,3.702885160843531e-05,0,8.355698702325753e-05,0.00012058583863169286,Denmark,DNK,zealand,,,Linux-5.4.256.el8-x86_64-with-glibc2.39,3.12.3,2.4.2,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,11.5557,55.4308,376.53533935546875,machine,N,1.0
