task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
Load spaCy model,2024-05-31T02:13:55,Feature extraction,977a20dd-8098-4906-a434-e313fb05860c,1.4401938915252686,1.468387986411344e-05,1.0206263499618431e-05,62.5,0.0,141.20075225830078,2.497615499628915e-05,0,5.6411954084364884e-05,8.138810908065403e-05,Denmark,DNK,zealand,,,Linux-5.4.256.el8-x86_64-with-glibc2.39,3.12.3,2.4.2,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,11.5557,55.4308,376.53533935546875,machine,N
Feature extraction,2024-05-31T02:17:16,Feature extraction,977a20dd-8098-4906-a434-e313fb05860c,201.72543811798096,0.002059334846296479,1.0208669827664048e-05,62.5,0.0,141.20075225830078,0.0035021527318490875,0,0.007912090006106542,0.01141424273795563,Denmark,DNK,zealand,,,Linux-5.4.256.el8-x86_64-with-glibc2.39,3.12.3,2.4.2,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,11.5557,55.4308,376.53533935546875,machine,N
