task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
initialize classifier,2024-05-27T23:57:23,Emotion_classification,f7ec7979-d8ba-425e-89ab-49d93e35810c,1.6555418968200684,1.691629094760018e-05,1.0203649533713735e-05,62.5,0.0,141.20075225830078,2.8780028223991394e-05,0,6.498163052181098e-05,9.376165874580239e-05,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.39,3.12.3,2.4.2,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.53533935546875,machine,N
Emotion label classification,2024-05-28T00:45:36,Emotion_classification,f7ec7979-d8ba-425e-89ab-49d93e35810c,2892.7393662929535,0.029531021300209268,1.0208684077718204e-05,62.5,0.0,141.20075225830078,0.050221092233227356,0,0.11346003326538844,0.1636811254986158,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.39,3.12.3,2.4.2,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.53533935546875,machine,N
